cruise,station,date,lat,lon,taxon,taxa_id_number,abundance_per_transect,abundance
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Thecosomata (North Atlantic),10673,0,0
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Corycaeus spp.,11,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Penilia avirostris,148,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Ischnocalanus,302,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Candacia I-IV,303,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Oncaea spp.,317,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Temora stylifera,322,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Codonella spp.,10540,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Reophax scotti,10576,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Gastropoda (unidentified),10674,NA,NA
445MC,1,2014-02-25T06:07:00Z,43.267,-65.78,Pseudocalanus spp. adult Total,10742,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Calanus I-IV,1,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Para-Pseudocalanus spp.,3,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Temora longicornis,4,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Acartia spp. (unidentified),5,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Centropages typicus,6,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Centropages hamatus,7,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Clausocalanus spp.,9,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Oithona spp.,10,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Podon spp.,30,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Evadne spp.,31,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Cyphonautes,35,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Echinoderm larvae,36,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Dictyocysta spp.,134,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Parafavella gigantea,135,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Halosphaera spp.,197,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Harpacticoida Total Traverse,306,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Metridia I-IV,314,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Copepod nauplii,326,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Acartia longiremis,327,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Copepod eggs,347,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Cirripede larvae (Total),350,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Euphausiacea calyptopis,351,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Euphausiacea nauplii,352,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Euphausiacea eggs,353,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Foraminifera (Total),354,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Radiolaria Total,355,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Zoothamnium pelagicum,357,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Centropages spp. (Unidentified),431,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Tintinnopsis spp.,805,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Tintinnopsis spp.,805,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Fusopsis incertae sedis,974,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Acantharia spp,1608,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Radiolaria non-Acantharian,1609,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Paracalanus spp.,1628,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Microsetella spp.,1629,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Codonellopsis spp.,1652,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Appendicularia,10031,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Cirripede nauplii,10535,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Cirripede cypris,10536,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Parafavella spp.,10546,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Salpingella spp.,10550,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Stenosemella spp.,10552,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Fritillaria spp.,10584,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Bivalvia larvae,10590,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Bivalvia larvae,10590,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Pseudocalanus spp. Adult Atlantic,10591,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Tintinnida Total,10671,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Thecosomata (North Atlantic),10673,0,0
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Corycaeus spp.,11,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Penilia avirostris,148,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Ischnocalanus,302,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Candacia I-IV,303,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Oncaea spp.,317,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Temora stylifera,322,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Codonella spp.,10540,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Reophax scotti,10576,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Gastropoda (unidentified),10674,NA,NA
445MC,3,2014-02-25T08:20:00Z,43.272,-66.233,Pseudocalanus spp. adult Total,10742,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Calanus I-IV,1,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Para-Pseudocalanus spp.,3,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Temora longicornis,4,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Acartia spp. (unidentified),5,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Centropages typicus,6,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Centropages hamatus,7,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Clausocalanus spp.,9,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Oithona spp.,10,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Podon spp.,30,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Evadne spp.,31,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Cyphonautes,35,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Echinoderm larvae,36,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Dictyocysta spp.,134,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Parafavella gigantea,135,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Halosphaera spp.,197,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Harpacticoida Total Traverse,306,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Metridia I-IV,314,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Copepod nauplii,326,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Acartia longiremis,327,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Copepod eggs,347,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Cirripede larvae (Total),350,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Euphausiacea calyptopis,351,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Euphausiacea nauplii,352,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Euphausiacea eggs,353,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Foraminifera (Total),354,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Radiolaria Total,355,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Zoothamnium pelagicum,357,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Centropages spp. (Unidentified),431,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Tintinnopsis spp.,805,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Tintinnopsis spp.,805,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Fusopsis incertae sedis,974,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Acantharia spp,1608,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Radiolaria non-Acantharian,1609,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Paracalanus spp.,1628,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Microsetella spp.,1629,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Codonellopsis spp.,1652,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Appendicularia,10031,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Cirripede nauplii,10535,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Cirripede cypris,10536,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Parafavella spp.,10546,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Salpingella spp.,10550,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Stenosemella spp.,10552,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Fritillaria spp.,10584,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Bivalvia larvae,10590,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Bivalvia larvae,10590,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Pseudocalanus spp. Adult Atlantic,10591,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Tintinnida Total,10671,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Thecosomata (North Atlantic),10673,0,0
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Corycaeus spp.,11,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Penilia avirostris,148,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Ischnocalanus,302,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Candacia I-IV,303,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Oncaea spp.,317,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Temora stylifera,322,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Codonella spp.,10540,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Reophax scotti,10576,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Gastropoda (unidentified),10674,NA,NA
445MC,5,2014-02-25T10:52:00Z,43.31,-66.687,Pseudocalanus spp. adult Total,10742,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Calanus I-IV,1,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Para-Pseudocalanus spp.,3,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Temora longicornis,4,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Acartia spp. (unidentified),5,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Centropages typicus,6,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Centropages hamatus,7,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Clausocalanus spp.,9,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Oithona spp.,10,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Podon spp.,30,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Evadne spp.,31,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Cyphonautes,35,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Echinoderm larvae,36,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Dictyocysta spp.,134,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Parafavella gigantea,135,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Halosphaera spp.,197,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Harpacticoida Total Traverse,306,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Metridia I-IV,314,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Copepod nauplii,326,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Acartia longiremis,327,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Copepod eggs,347,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Cirripede larvae (Total),350,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Euphausiacea calyptopis,351,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Euphausiacea nauplii,352,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Euphausiacea eggs,353,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Foraminifera (Total),354,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Radiolaria Total,355,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Zoothamnium pelagicum,357,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Centropages spp. (Unidentified),431,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Tintinnopsis spp.,805,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Tintinnopsis spp.,805,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Fusopsis incertae sedis,974,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Acantharia spp,1608,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Radiolaria non-Acantharian,1609,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Paracalanus spp.,1628,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Microsetella spp.,1629,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Codonellopsis spp.,1652,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Appendicularia,10031,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Cirripede nauplii,10535,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Cirripede cypris,10536,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Parafavella spp.,10546,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Salpingella spp.,10550,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Stenosemella spp.,10552,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Fritillaria spp.,10584,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Bivalvia larvae,10590,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Bivalvia larvae,10590,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Pseudocalanus spp. Adult Atlantic,10591,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Tintinnida Total,10671,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Thecosomata (North Atlantic),10673,0,0
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Corycaeus spp.,11,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Penilia avirostris,148,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Ischnocalanus,302,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Candacia I-IV,303,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Oncaea spp.,317,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Temora stylifera,322,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Codonella spp.,10540,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Reophax scotti,10576,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Gastropoda (unidentified),10674,NA,NA
445MC,7,2014-02-25T13:22:00Z,43.345,-67.143,Pseudocalanus spp. adult Total,10742,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Calanus I-IV,1,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Para-Pseudocalanus spp.,3,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Temora longicornis,4,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Acartia spp. (unidentified),5,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Centropages typicus,6,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Centropages hamatus,7,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Clausocalanus spp.,9,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Oithona spp.,10,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Podon spp.,30,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Evadne spp.,31,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Cyphonautes,35,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Echinoderm larvae,36,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Dictyocysta spp.,134,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Parafavella gigantea,135,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Halosphaera spp.,197,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Harpacticoida Total Traverse,306,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Metridia I-IV,314,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Copepod nauplii,326,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Acartia longiremis,327,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Copepod eggs,347,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Cirripede larvae (Total),350,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Euphausiacea calyptopis,351,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Euphausiacea nauplii,352,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Euphausiacea eggs,353,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Foraminifera (Total),354,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Radiolaria Total,355,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Zoothamnium pelagicum,357,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Centropages spp. (Unidentified),431,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Tintinnopsis spp.,805,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Tintinnopsis spp.,805,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Fusopsis incertae sedis,974,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Acantharia spp,1608,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Radiolaria non-Acantharian,1609,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Paracalanus spp.,1628,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Microsetella spp.,1629,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Codonellopsis spp.,1652,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Appendicularia,10031,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Cirripede nauplii,10535,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Cirripede cypris,10536,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Parafavella spp.,10546,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Salpingella spp.,10550,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Stenosemella spp.,10552,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Fritillaria spp.,10584,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Bivalvia larvae,10590,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Bivalvia larvae,10590,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Pseudocalanus spp. Adult Atlantic,10591,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Tintinnida Total,10671,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Thecosomata (North Atlantic),10673,0,0
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Corycaeus spp.,11,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Penilia avirostris,148,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Ischnocalanus,302,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Candacia I-IV,303,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Oncaea spp.,317,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Temora stylifera,322,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Codonella spp.,10540,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Reophax scotti,10576,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Gastropoda (unidentified),10674,NA,NA
445MC,9,2014-02-25T15:55:00Z,43.38,-67.6,Pseudocalanus spp. adult Total,10742,NA,NA
445MC,11,2014-02-25T18:24:00Z,43.413,-68.055,Calanus I-IV,1,0,0
445MC,11,2014-02-25T18:24:00Z,43.413,-68.055,Para-Pseudocalanus spp.,3,0,0
445MC,11,2014-02-25T18:24:00Z,43.413,-68.055,Temora longicornis,4,0,0
445MC,11,2014-02-25T18:24:00Z,43.413,-68.055,Acartia spp. (unidentified),5,0,0
445MC,11,2014-02-25T18:24:00Z,43.413,-68.055,Centropages typicus,6,0,0
